Time;Amplitude
217.49467468;1.01960790
217.49877930;2.25490189
217.50273132;2.98039222
217.50692749;3.50980401
217.50692749;3.03921580
217.51106262;2.05882359
217.51516724;1.13725495
217.51933289;1.35294116
217.51933289;2.37254906
217.52339172;3.33333325
217.52809143;3.33333325
217.53155518;2.47058821
217.53155518;1.56862748
217.53556824;1.05882359
217.53964233;1.82352936
217.54377747;3.49019599
217.54789734;2.82352948
217.55204773;1.82352936
217.55204773;0.94117647
217.55601501;1.11764705
217.56016541;2.17647052
217.56430054;3.27450991
217.56430054;3.60784316
217.56840515;2.68627453
217.57238770;1.39215684
217.57649231;0.47058824
217.57649231;1.45098042
217.58064270;2.49019599
217.58474731;3.64705873
217.58892822;2.60784316
217.59288025;1.41176474
217.59700012;1.00000000
217.59700012;1.86274505
217.60115051;2.92156863
217.60528564;3.72549009
217.60940552;3.29411769
217.60940552;2.33333325
217.61338806;1.37254906
217.61752319;1.54901958
217.62168884;2.37254906
217.62168884;3.37254906
217.62567139;3.96078420
217.62977600;3.15686274
217.63388062;1.29411769
217.63800049;1.74509799
217.64213562;2.70588231
217.64213562;3.76470590
217.64610291;3.54901958
217.65026855;2.41176462
217.65437317;1.37254906
217.65437317;0.92156863
217.65847778;1.70588231
217.66247559;2.68627453
217.66662598;3.68627453
217.66662598;3.19607854
217.67076111;1.90196073
217.67488098;1.01960790
217.67887878;2.07843137
217.68299866;3.03921580
217.68713379;3.50980401
217.68713379;2.37254906
217.69126892;1.43137252
217.69540405;0.74509805
217.69935608;1.27450979
217.69935608;2.17647052
217.70347595;3.05882359
217.70759583;2.78431368
217.71173096;2.15686274
217.71173096;1.76470590
217.71574402;2.19607854
217.71986389;3.98039222
217.72398376;4.98039198
217.72814941;4.98039198
217.73226929;4.84313726
217.73226929;4.07843161
217.73640442;3.41176462
217.74041748;3.43137264
217.74452209;3.76470590
217.74452209;3.58823538
217.74867249;2.45098042
217.75265503;1.50980389
217.75674438;0.82352942
217.75674438;1.37254906
217.76086426;2.05882359
217.76501465;2.94117641
217.76899719;2.17647052
217.77313232;1.07843137
217.77738953;0.68627453
217.77738953;1.52941179
217.78135681;2.62745094
217.78550720;3.37254906
217.78950500;2.74509811
217.78950500;1.72549021
217.79367065;0.78431374
217.79776001;0.80392158
217.80187988;1.47058821
217.80187988;2.58823538
217.80586243;3.21568632
217.81004333;2.45098042
217.81004333;1.54901958
217.81413269;0.80392158
217.81826782;1.21568632
217.82241821;2.05882359
217.82241821;3.11764717
217.82635498;2.88235283
217.83049011;1.88235295
217.83459473;1.05882359
217.83459473;0.94117647
217.83876038;1.72549021
217.84274292;2.90196085
217.84686279;3.92156863
217.84686279;3.29411769
217.85105896;2.17647052
217.85516357;1.03921568
217.85516357;1.19607842
217.85913086;2.21568632
217.86338806;3.35294127
217.86737061;3.70588231
217.86737061;2.96078420
217.87155151;2.03921580
217.87567139;1.31372547
217.87976074;1.76470590
217.87976074;2.76470590
217.88375854;3.70588231
217.88786316;3.54901958
217.89199829;2.76470590
217.89199829;1.92156863
217.89598083;1.74509799
217.90014648;2.56862736
217.90014648;3.56862736
217.90426636;4.07843161
217.90835571;3.62745094
217.91249084;2.88235283
217.91249084;1.88235295
217.91654968;2.11764717
217.92068481;3.11764717
217.92475891;4.19607830
217.92475891;4.66666651
217.92889404;3.90196085
217.93289185;2.80392146
217.93701172;2.00000000
217.93701172;2.68627453
217.94116211;3.70588231
217.94531250;4.66666651
217.94531250;4.39215708
217.94940186;3.21568632
217.95338440;1.98039210
217.95748901;1.70588231
217.95748901;2.47058821
217.96162415;3.03921580
217.96575928;3.64705873
217.96987915;3.19607854
217.96987915;2.17647052
217.97386169;1.29411769
217.97798157;1.17647064
217.98216248;2.78431368
217.98616028;2.96078420
217.99040222;1.70588231
217.99040222;0.86274511
217.99443054;0.15686275
217.99853516;0.70588237
218.00265503;1.74509799
